{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200        0.88957   -0.000519336    2.72523e-05
-4.889  -4.716       5     0   200       0.889694    -0.00284008      8.179e-05
-4.716  -4.538       5     0   200       0.898232    -0.00469815    0.000126169
-4.538  -4.363       5     0   200       0.907274    -0.00566379    0.000148787
-4.363  -4.191       5     0   200       0.926022    -0.00521036     0.00013486
-4.191  -4.013       5     0   200       0.952095    -0.00386679    9.82632e-05
-4.013  -3.839       5     0   200        0.99383    -0.00249659    6.03497e-05
-3.839  -3.664       5     0   200        1.06276    -0.00114324    2.11458e-05
-3.664  -3.489       5     0   200        1.14255   -0.000687504    4.35496e-06
-3.489  -3.314       5     0   200        1.24069    -0.00173237    2.38376e-05
-3.314  -3.139       5     0   200        1.26249    0.000923722   -2.94247e-05
-3.139  -2.964       5     0   200        1.04955     0.00602314    -0.00017386
-2.964  -2.853       5     0   200       0.881086     0.00927414   -0.000304699
-2.853   -2.65       5     0   200       0.725544      0.0133082   -0.000465802
-2.65    -2.5       5     0   200       0.634046      0.0151118    -0.00053925
-2.5  -2.322       5     0   200       0.673495      0.0154949   -0.000524923
-2.322  -2.172       5     0   200       0.745088      0.0144614   -0.000453413
-2.172  -2.043       5     0   200       0.783716      0.0118254   -0.000355601
-2.043   -1.93       5     0   200       0.813038     0.00959536   -0.000281317
-1.93   -1.83       5     0   200        0.83351     0.00789729   -0.000227106
-1.83   -1.74       5     0   200       0.848279     0.00700645   -0.000195275
-1.74  -1.653       5     0   200       0.865682     0.00643754   -0.000177166
-1.653  -1.566       5     0   200       0.878729     0.00622166    -0.00017165
-1.566  -1.479       5     0   200       0.898171     0.00544226   -0.000151078
-1.479  -1.392       5     0   200       0.920731     0.00467838   -0.000132139
-1.392  -1.305       5     0   200       0.943207     0.00410637   -0.000118404
-1.305  -1.218       5     0   200       0.966202     0.00362721   -0.000108247
-1.218  -1.131       5     0   200       0.980259     0.00407864   -0.000123015
-1.131  -1.044       5     0   200       0.989695      0.0044777   -0.000134743
-1.044  -0.957       5     0   200       0.996851      0.0046223   -0.000141428
-0.957  -0.879       5     0   200        1.00133     0.00459282   -0.000139799
-0.879  -0.783       5     0   200        1.00954     0.00450189   -0.000137724
-0.783  -0.696       5     0   200        1.01454      0.0043366    -0.00013487
-0.696  -0.609       5     0   200        1.02567     0.00328407   -0.000108353
-0.609  -0.522       5     0   200        1.03948     0.00202343   -7.61325e-05
-0.522  -0.435       5     0   200        1.05374    0.000844548   -4.66347e-05
-0.435  -0.348       5     0   200        1.06616   -8.73019e-05   -2.64374e-05
-0.348  -0.261       5     0   200        1.07641   -0.000957353   -9.10276e-06
-0.261  -0.174       5     0   200        1.08268    -0.00155371     2.9201e-06
-0.174  -0.087       5     0   200        1.07816    -0.00114968   -1.00146e-05
-0.087       0       5     0   200        1.06349    0.000198287   -4.64935e-05
0   0.087       5     0   200         1.0453     0.00184052   -8.82337e-05
0.087   0.174       5     0   200        1.02855     0.00331005    -0.00012497
0.174   0.261       5     0   200        1.01886     0.00395368   -0.000140345
0.261   0.348       5     0   200        1.00867     0.00450016   -0.000150129
0.348   0.435       5     0   200        1.00178     0.00463689   -0.000146818
0.435   0.522       5     0   200       0.988968     0.00555944   -0.000165226
0.522   0.609       5     0   200       0.985601     0.00543503   -0.000157332
0.609   0.696       5     0   200       0.985099     0.00527623   -0.000151155
0.696   0.783       5     0   200       0.992533     0.00425349   -0.000121773
0.783   0.879       5     0   200       0.991673      0.0038213   -0.000107933
0.879   0.957       5     0   200       0.981615     0.00392133   -0.000105964
0.957   1.044       5     0   200       0.977636     0.00417487   -0.000113809
1.044   1.131       5     0   200       0.974871     0.00406324   -0.000110915
1.131   1.218       5     0   200        0.96932     0.00386378   -0.000108911
1.218   1.305       5     0   200       0.963245     0.00322035   -9.54145e-05
1.305   1.392       5     0   200       0.952854      0.0030028   -9.17186e-05
1.392   1.479       5     0   200       0.944972     0.00257423   -8.34312e-05
1.479   1.566       5     0   200       0.936003      0.0024423   -8.36011e-05
1.566   1.653       5     0   200       0.935749     0.00150981   -6.14572e-05
1.653    1.74       5     0   200       0.934856    0.000567767   -3.84185e-05
1.74    1.83       5     0   200       0.924831    0.000193422   -2.98117e-05
1.83    1.93       5     0   200       0.918764    6.10724e-05   -3.23939e-05
1.93   2.043       5     0   200       0.907426     0.00057628   -5.05885e-05
2.043   2.172       5     0   200        0.88544     0.00173237   -8.99586e-05
2.172   2.322       5     0   200       0.833733     0.00526974   -0.000197149
2.322     2.5       5     0   200       0.738555     0.00887444   -0.000331414
2.5    2.65       5     0   200       0.685497      0.0105389   -0.000402076
2.65   2.853       5     0   200       0.747836      0.0110652    -0.00039836
2.853   2.964       5     0   200       0.881028     0.00841469   -0.000284463
2.964   3.139       5     0   200        1.04685     0.00389526   -0.000124521
3.139   3.314       5     0   200        1.25201     -0.0024956     6.4036e-05
3.314   3.489       5     0   200        1.25037    -0.00727682    0.000174854
3.489   3.664       5     0   200        1.16813    -0.00726639    0.000177437
3.664   3.839       5     0   200          1.088     -0.0065895    0.000159129
3.839   4.013       5     0   200        1.01565     -0.0061452    0.000148416
4.013   4.191       5     0   200        0.96996    -0.00614461    0.000149983
4.191   4.363       5     0   200       0.944503    -0.00662357    0.000162555
4.363   4.538       5     0   200        0.92849    -0.00711598    0.000176367
4.538   4.716       5     0   200       0.922881    -0.00669982    0.000166816
4.716   4.889       5     0   200       0.920774    -0.00544361    0.000136568
4.889   5.191       5     0   200       0.929335     -0.0039818    0.000104939
