{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.925727    -0.00346332    7.74866e-05
-4.889  -4.716       5     0   200       0.917609    -0.00511138    0.000116424
-4.716  -4.538       5     0   200       0.916149    -0.00606477    0.000138334
-4.538  -4.363       5     0   200       0.919906    -0.00660187    0.000151337
-4.363  -4.191       5     0   200        0.93968    -0.00635817     0.00014462
-4.191  -4.013       5     0   200       0.971856    -0.00572164    0.000127716
-4.013  -3.839       5     0   200        1.02066     -0.0050867    0.000109391
-3.839  -3.664       5     0   200        1.09727    -0.00450466    8.99852e-05
-3.664  -3.489       5     0   200        1.18323    -0.00467543    8.96087e-05
-3.489  -3.314       5     0   200        1.28255    -0.00579722    0.000110891
-3.314  -3.139       5     0   200        1.31893    -0.00447791    9.32744e-05
-3.139  -2.964       5     0   200        1.12881    -0.00226684    4.12797e-05
-2.964  -2.853       5     0   200       0.971681    -0.00127994   -9.81429e-06
-2.853   -2.65       5     0   200       0.825781    0.000459007   -8.96868e-05
-2.65    -2.5       5     0   200       0.726542     0.00221175   -0.000147771
-2.5  -2.322       5     0   200       0.747074     0.00462405   -0.000187938
-2.322  -2.172       5     0   200       0.802902     0.00622831   -0.000196697
-2.172  -2.043       5     0   200       0.835139     0.00549984   -0.000162198
-2.043   -1.93       5     0   200        0.85616     0.00497425   -0.000142527
-1.93   -1.83       5     0   200       0.870214     0.00452615   -0.000128697
-1.83   -1.74       5     0   200       0.877202     0.00478688   -0.000132915
-1.74  -1.653       5     0   200       0.887716      0.0049765   -0.000137406
-1.653  -1.566       5     0   200       0.898072     0.00491612   -0.000136635
-1.566  -1.479       5     0   200       0.913257     0.00441916   -0.000123676
-1.479  -1.392       5     0   200       0.929167     0.00415784   -0.000117326
-1.392  -1.305       5     0   200       0.943339      0.0042281   -0.000118614
-1.305  -1.218       5     0   200       0.964157     0.00371725   -0.000104707
-1.218  -1.131       5     0   200       0.977973     0.00397484    -0.00011169
-1.131  -1.044       5     0   200        0.98787     0.00421562   -0.000116304
-1.044  -0.957       5     0   200       0.995925     0.00425012    -0.00011705
-0.957  -0.879       5     0   200        1.00173      0.0041753   -0.000112222
-0.879  -0.783       5     0   200        1.01422     0.00375112   -9.95793e-05
-0.783  -0.696       5     0   200        1.02639     0.00290605   -7.61425e-05
-0.696  -0.609       5     0   200        1.04325     0.00136115   -3.52203e-05
-0.609  -0.522       5     0   200        1.05887    7.14912e-05    -2.0965e-06
-0.522  -0.435       5     0   200        1.06975   -0.000542467    1.13627e-05
-0.435  -0.348       5     0   200        1.08268    -0.00132915    2.67588e-05
-0.348  -0.261       5     0   200        1.09573    -0.00227403    4.52871e-05
-0.261  -0.174       5     0   200        1.10459    -0.00287485    5.60008e-05
-0.174  -0.087       5     0   200        1.10142    -0.00233804    3.79848e-05
-0.087       0       5     0   200        1.09098    -0.00124596    8.05573e-06
0   0.087       5     0   200        1.08237   -0.000447788   -1.16063e-05
0.087   0.174       5     0   200        1.07324    0.000340514   -3.05282e-05
0.174   0.261       5     0   200        1.06742    0.000681317    -3.8127e-05
0.261   0.348       5     0   200        1.05907     0.00114209   -4.67507e-05
