{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200        0.88957   -0.000519336    2.72523e-05
-4.889  -4.716       5     0   200       0.889694    -0.00284008      8.179e-05
-4.716  -4.538       5     0   200       0.898232    -0.00469815    0.000126169
-4.538  -4.363       5     0   200       0.907274    -0.00566379    0.000148787
-4.363  -4.191       5     0   200       0.926022    -0.00521036     0.00013486
-4.191  -4.013       5     0   200       0.952095    -0.00386679    9.82632e-05
-4.013  -3.839       5     0   200        0.99383    -0.00249659    6.03497e-05
-3.839  -3.664       5     0   200        1.06276    -0.00114324    2.11458e-05
-3.664  -3.489       5     0   200        1.14255   -0.000687504    4.35496e-06
-3.489  -3.314       5     0   200        1.24069    -0.00173237    2.38376e-05
-3.314  -3.139       5     0   200        1.26249    0.000923722   -2.94247e-05
-3.139  -2.964       5     0   200        1.04955     0.00602314    -0.00017386
-2.964  -2.853       5     0   200       0.881082     0.00927385   -0.000304693
-2.853   -2.65       5     0   200       0.728374      0.0125841    -0.00044327
-2.65    -2.5       5     0   200       0.627119       0.012555   -0.000467793
-2.5  -2.322       5     0   200       0.658675      0.0107206   -0.000381718
-2.322  -2.172       5     0   200       0.743925     0.00695482   -0.000185896
-2.172  -2.043       5     0   200       0.808869   -0.000428444    9.09022e-05
-2.043   -1.93       5     0   200       0.854827    -0.00500909    0.000250124
-1.93   -1.83       5     0   200       0.874728    -0.00624849    0.000285709
-1.83   -1.74       5     0   200       0.887321    -0.00572474    0.000267965
-1.74  -1.653       5     0   200       0.912295    -0.00507016    0.000240441
-1.653  -1.566       5     0   200       0.927051    -0.00371939    0.000189648
-1.566  -1.479       5     0   200       0.946296    -0.00282508    0.000151246
-1.479  -1.392       5     0   200       0.972226    -0.00238234    0.000125788
-1.392  -1.305       5     0   200        1.00617    -0.00274753    0.000125518
-1.305  -1.218       5     0   200        1.04454    -0.00350639    0.000139607
-1.218  -1.131       5     0   200        1.07419    -0.00340352    0.000134181
-1.131  -1.044       5     0   200        1.09145    -0.00315681    0.000127702
-1.044  -0.957       5     0   200        1.10833    -0.00397589    0.000147832
-0.957  -0.879       5     0   200        1.11999    -0.00524737    0.000188086
-0.879  -0.783       5     0   200        1.14071    -0.00662584     0.00022995
-0.783  -0.696       5     0   200         1.1514      -0.007843    0.000269501
-0.696  -0.609       5     0   200        1.16048    -0.00901928    0.000306525
-0.609  -0.522       5     0   200        1.16926      -0.009692     0.00032636
-0.522  -0.435       5     0   200        1.18444     -0.0105508    0.000347774
-0.435  -0.348       5     0   200        1.19952     -0.0111364    0.000357167
-0.348  -0.261       5     0   200        1.20709     -0.0111037    0.000347874
-0.261  -0.174       5     0   200        1.20903     -0.0107368    0.000332188
-0.174  -0.087       5     0   200        1.20031    -0.00961732    0.000299746
-0.087       0       5     0   200        1.18878      -0.008716    0.000276875
0   0.087       5     0   200        1.17345    -0.00757117    0.000249525
0.087   0.174       5     0   200        1.16523     -0.0072698    0.000243008
0.174   0.261       5     0   200        1.16418    -0.00807929    0.000267446
0.261   0.348       5     0   200        1.16125    -0.00898766    0.000297295
0.348   0.435       5     0   200        1.15715    -0.00987036    0.000328583
0.435   0.522       5     0   200        1.14354    -0.00917305    0.000311561
0.522   0.609       5     0   200        1.13988    -0.00945766    0.000317573
0.609   0.696       5     0   200        1.13796    -0.00923937    0.000306995
0.696   0.783       5     0   200        1.14552     -0.0098749    0.000319767
0.783   0.879       5     0   200        1.14488     -0.0103047    0.000331226
0.879   0.957       5     0   200        1.12092    -0.00907263    0.000302946
0.957   1.044       5     0   200        1.11578    -0.00806307    0.000271912
1.044   1.131       5     0   200        1.10426    -0.00680197     0.00023948
1.131   1.218       5     0   200         1.0889    -0.00603391    0.000216786
1.218   1.305       5     0   200        1.07532    -0.00673544    0.000235752
1.305   1.392       5     0   200        1.05403    -0.00671366     0.00023827
1.392   1.479       5     0   200        1.03678    -0.00730768    0.000260199
1.479   1.566       5     0   200        1.01953    -0.00775312    0.000279903
1.566   1.653       5     0   200        1.01627    -0.00966772    0.000342044
1.653    1.74       5     0   200        1.01583     -0.0124483     0.00043175
1.74    1.83       5     0   200        1.00127     -0.0148319    0.000510735
1.83    1.93       5     0   200        1.00418     -0.0175651    0.000590226
1.93   2.043       5     0   200       0.989074     -0.0173567    0.000586748
2.043   2.172       5     0   200       0.937347     -0.0127166    0.000433366
2.172   2.322       5     0   200       0.833649    -0.00215894    9.00648e-05
2.322     2.5       5     0   200       0.711494     0.00561634   -0.000216211
2.5    2.65       5     0   200       0.669516     0.00926999   -0.000362158
2.65   2.853       5     0   200       0.745639      0.0109443   -0.000392035
2.853   2.964       5     0   200       0.881034     0.00841407   -0.000284443
2.964   3.139       5     0   200        1.04685     0.00389526   -0.000124521
3.139   3.314       5     0   200        1.25201     -0.0024956     6.4036e-05
3.314   3.489       5     0   200        1.25037    -0.00727682    0.000174854
3.489   3.664       5     0   200        1.16813    -0.00726639    0.000177437
3.664   3.839       5     0   200          1.088     -0.0065895    0.000159129
3.839   4.013       5     0   200        1.01565     -0.0061452    0.000148416
4.013   4.191       5     0   200        0.96996    -0.00614461    0.000149983
4.191   4.363       5     0   200       0.944503    -0.00662357    0.000162555
4.363   4.538       5     0   200        0.92849    -0.00711598    0.000176367
4.538   4.716       5     0   200       0.922881    -0.00669982    0.000166816
4.716   4.889       5     0   200       0.920774    -0.00544361    0.000136568
4.889   5.191       5     0   200       0.929335     -0.0039818    0.000104939
