{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.869588     0.00227212    -4.2151e-05
-4.889  -4.716       5     0   200       0.867499    0.000292227    4.33649e-06
-4.716  -4.538       5     0   200       0.869674   -0.000796107    2.86258e-05
-4.538  -4.363       5     0   200       0.873663    -0.00121718    3.66612e-05
-4.363  -4.191       5     0   200       0.889752    -0.00052487    1.62339e-05
-4.191  -4.013       5     0   200       0.918578     0.00049726   -1.23981e-05
-4.013  -3.839       5     0   200       0.964816     0.00137957   -3.81851e-05
-3.839  -3.664       5     0   200        1.03845     0.00221999   -6.36874e-05
-3.664  -3.489       5     0   200         1.1227     0.00213805   -6.52053e-05
-3.489  -3.314       5     0   200        1.21711     0.00136782   -5.09468e-05
-3.314  -3.139       5     0   200        1.24591     0.00366855   -9.33664e-05
-3.139  -2.964       5     0   200        1.04854     0.00822838   -0.000224389
-2.964  -2.853       5     0   200       0.883083      0.0118766   -0.000366227
-2.853   -2.65       5     0   200        0.72742      0.0162268   -0.000538399
-2.65    -2.5       5     0   200       0.627293      0.0184232   -0.000628817
-2.5  -2.322       5     0   200       0.652599      0.0191228    -0.00062692
-2.322  -2.172       5     0   200       0.713103      0.0183708   -0.000564929
-2.172  -2.043       5     0   200       0.749537      0.0156647   -0.000464796
-2.043   -1.93       5     0   200       0.777644      0.0134165    -0.00038839
-1.93   -1.83       5     0   200       0.798119      0.0116492   -0.000331145
-1.83   -1.74       5     0   200        0.81272      0.0108154   -0.000301474
-1.74  -1.653       5     0   200       0.834342      0.0098851   -0.000276054
-1.653  -1.566       5     0   200       0.858257     0.00864036   -0.000245242
-1.566  -1.479       5     0   200       0.886472     0.00715027   -0.000208807
-1.479  -1.392       5     0   200       0.914096     0.00614578   -0.000187359
-1.392  -1.305       5     0   200       0.940015     0.00543905   -0.000172238
-1.305  -1.218       5     0   200       0.968429     0.00456728   -0.000153323
-1.218  -1.131       5     0   200       0.990102     0.00428109    -0.00014829
-1.131  -1.044       5     0   200        1.00334     0.00426183   -0.000148042
-1.044  -0.957       5     0   200        1.00963     0.00437105   -0.000151233
-0.957  -0.879       5     0   200        1.00814     0.00482353   -0.000160247
-0.879  -0.783       5     0   200        1.01067     0.00514239   -0.000167893
-0.783  -0.696       5     0   200         1.0114        0.00519   -0.000168559
-0.696  -0.609       5     0   200        1.01895      0.0043315   -0.000145774
-0.609  -0.522       5     0   200        1.02699     0.00359647   -0.000127898
-0.522  -0.435       5     0   200        1.03211     0.00332409   -0.000123414
-0.435  -0.348       5     0   200        1.03875     0.00294163   -0.000118814
-0.348  -0.261       5     0   200        1.04881     0.00201961   -0.000100559
-0.261  -0.174       5     0   200        1.05468     0.00140096   -8.85773e-05
-0.174  -0.087       5     0   200        1.05121     0.00161712   -9.65503e-05
-0.087       0       5     0   200        1.03995     0.00252538   -0.000120856
0   0.087       5     0   200        1.02767     0.00349326   -0.000144839
0.087   0.174       5     0   200         1.0156     0.00444767   -0.000167572
0.174   0.261       5     0   200        1.00767      0.0049146   -0.000177449
0.261   0.348       5     0   200        0.99822     0.00544294   -0.000186745
0.348   0.435       5     0   200       0.990468     0.00578566   -0.000189897
0.435   0.522       5     0   200       0.978209     0.00679764   -0.000212361
0.522   0.609       5     0   200       0.972579     0.00706237   -0.000216255
0.609   0.696       5     0   200       0.970964     0.00711263   -0.000216469
0.696   0.783       5     0   200       0.976065     0.00642005   -0.000196778
0.783   0.879       5     0   200       0.971327     0.00653614   -0.000199305
0.879   0.957       5     0   200       0.965078      0.0064145   -0.000194423
0.957   1.044       5     0   200        0.96599     0.00626789   -0.000193179
1.044   1.131       5     0   200       0.966416     0.00597363   -0.000185899
1.131   1.218       5     0   200       0.959632     0.00589857    -0.00018386
1.218   1.305       5     0   200       0.950832     0.00546465   -0.000171921
1.305   1.392       5     0   200       0.937172     0.00551333   -0.000171806
1.392   1.479       5     0   200       0.924002     0.00554381   -0.000172223
1.479   1.566       5     0   200       0.912047     0.00555155   -0.000171552
1.566   1.653       5     0   200       0.905369     0.00507838   -0.000157068
1.653    1.74       5     0   200        0.89217     0.00524646   -0.000160416
1.74    1.83       5     0   200       0.873429     0.00570746   -0.000174034
1.83    1.93       5     0   200       0.861621     0.00614437   -0.000194005
1.93   2.043       5     0   200       0.850611     0.00674778    -0.00021937
2.043   2.172       5     0   200       0.832782      0.0075834   -0.000253911
2.172   2.322       5     0   200        0.78685      0.0108765    -0.00035901
2.322     2.5       5     0   200       0.709571      0.0134539   -0.000469577
2.5    2.65       5     0   200       0.679731      0.0133683   -0.000491039
2.65   2.853       5     0   200       0.754392       0.012811   -0.000451277
2.853   2.964       5     0   200       0.882741      0.0104382   -0.000339944
2.964   3.139       5     0   200        1.03753     0.00649106   -0.000191877
3.139   3.314       5     0   200        1.22759    0.000892588   -2.05038e-05
3.314   3.489       5     0   200        1.21358    -0.00272183    5.79822e-05
3.489   3.664       5     0   200        1.12944    -0.00256296    5.78645e-05
3.664   3.839       5     0   200        1.05053    -0.00208343    4.73332e-05
3.839   4.013       5     0   200       0.978907    -0.00171787    3.94486e-05
4.013   4.191       5     0   200       0.936776    -0.00201631    4.74442e-05
4.191   4.363       5     0   200       0.916087    -0.00290423    6.90304e-05
4.363   4.538       5     0   200       0.900757     -0.0033658    7.96856e-05
4.538   4.716       5     0   200       0.893861     -0.0027686    6.40083e-05
4.716   4.889       5     0   200       0.890263    -0.00141656    3.22844e-05
4.889   5.191       5     0   200       0.898798   -4.61032e-05    5.05104e-06
