{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.842111     0.00420262   -0.000132193
-4.889  -4.716       5     0   200       0.854508     0.00298394   -0.000100746
-4.716  -4.538       5     0   200       0.867653     0.00297517   -0.000101428
-4.538  -4.363       5     0   200       0.881455     0.00329143   -0.000110863
-4.363  -4.191       5     0   200        0.90673     0.00363528    -0.00012189
-4.191  -4.013       5     0   200       0.945523     0.00395711    -0.00013281
-4.013  -3.839       5     0   200       0.984635     0.00449695   -0.000149999
-3.839  -3.664       5     0   200        1.03418      0.0052039   -0.000173325
-3.664  -3.489       5     0   200        1.05264     0.00679471   -0.000213936
-3.489  -3.314       5     0   200        1.02448     0.00854954   -0.000264061
-3.314  -3.139       5     0   200       0.989577      0.0107509   -0.000329354
-3.139  -2.964       5     0   200       0.950752      0.0123601     -0.0003751
-2.964  -2.853       5     0   200       0.916088      0.0132875   -0.000399496
-2.853   -2.65       5     0   200       0.870833      0.0133467   -0.000401214
-2.65    -2.5       5     0   200       0.814573      0.0122997   -0.000373842
-2.5  -2.322       5     0   200       0.768724       0.010662   -0.000330331
-2.322  -2.172       5     0   200       0.740405      0.0078941   -0.000251811
-2.172  -2.043       5     0   200       0.753214     0.00582871   -0.000178289
-2.043   -1.93       5     0   200       0.797938     0.00458755   -0.000113461
-1.93   -1.83       5     0   200       0.843092     0.00355972   -5.67192e-05
-1.83   -1.74       5     0   200       0.878892     0.00188828    6.57102e-06
-1.74  -1.653       5     0   200       0.911089    0.000355806    5.93817e-05
-1.653  -1.566       5     0   200       0.939937   -0.000764245    9.42439e-05
-1.566  -1.479       5     0   200       0.965972    -0.00162609    0.000119282
-1.479  -1.392       5     0   200       0.986516     -0.0020094    0.000126961
-1.392  -1.305       5     0   200        1.00467    -0.00229215    0.000131474
-1.305  -1.218       5     0   200        1.02079    -0.00249921    0.000133938
-1.218  -1.131       5     0   200        1.03487    -0.00252628    0.000130564
-1.131  -1.044       5     0   200         1.0491    -0.00266383    0.000130259
-1.044  -0.957       5     0   200        1.06613    -0.00308699    0.000137742
-0.957  -0.879       5     0   200        1.08433    -0.00360813    0.000148404
-0.879  -0.783       5     0   200        1.10358    -0.00402467    0.000156297
-0.783  -0.696       5     0   200        1.11889    -0.00416529    0.000157049
