{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.842111     0.00420262   -0.000132193
-4.889  -4.716       5     0   200       0.854508     0.00298394   -0.000100746
-4.716  -4.538       5     0   200       0.867653     0.00297517   -0.000101428
-4.538  -4.363       5     0   200       0.881455     0.00329143   -0.000110863
-4.363  -4.191       5     0   200        0.90673     0.00363528    -0.00012189
-4.191  -4.013       5     0   200       0.945523     0.00395711    -0.00013281
-4.013  -3.839       5     0   200       0.984635     0.00449695   -0.000149999
-3.839  -3.664       5     0   200        1.03418      0.0052039   -0.000173325
-3.664  -3.489       5     0   200        1.05264     0.00679471   -0.000213936
-3.489  -3.314       5     0   200        1.02448     0.00854954    -0.00026406
-3.314  -3.139       5     0   200       0.988017      0.0108482    -0.00033263
-3.139  -2.964       5     0   200       0.942267       0.012853   -0.000393095
-2.964  -2.853       5     0   200       0.902019      0.0140265   -0.000430735
-2.853   -2.65       5     0   200       0.854256       0.014494   -0.000451147
-2.65    -2.5       5     0   200       0.801336      0.0145088   -0.000458323
-2.5  -2.322       5     0   200       0.765393      0.0142176   -0.000453282
-2.322  -2.172       5     0   200       0.748499      0.0131564   -0.000420857
-2.172  -2.043       5     0   200        0.76105      0.0122529   -0.000387569
-2.043   -1.93       5     0   200       0.794144      0.0114002   -0.000352117
-1.93   -1.83       5     0   200       0.824679      0.0106078   -0.000320027
-1.83   -1.74       5     0   200       0.845549      0.0097948   -0.000291228
-1.74  -1.653       5     0   200        0.86382     0.00904734    -0.00026651
-1.653  -1.566       5     0   200       0.880758     0.00841885    -0.00024677
-1.566  -1.479       5     0   200       0.895724     0.00794847   -0.000231377
-1.479  -1.392       5     0   200       0.908288     0.00769181   -0.000222374
-1.392  -1.305       5     0   200       0.919591     0.00753055   -0.000216682
-1.305  -1.218       5     0   200        0.93078     0.00733712   -0.000210712
-1.218  -1.131       5     0   200       0.941986     0.00712903   -0.000205548
-1.131  -1.044       5     0   200       0.954195     0.00677354   -0.000197185
-1.044  -0.957       5     0   200        0.96642      0.0064121   -0.000189112
-0.957  -0.879       5     0   200       0.977426     0.00616058   -0.000184235
-0.879  -0.783       5     0   200       0.987588     0.00608705   -0.000184945
-0.783  -0.696       5     0   200       0.996341     0.00607419   -0.000187688
-0.696  -0.609       5     0   200        1.00322     0.00599206   -0.000189239
-0.609  -0.522       5     0   200        1.00628     0.00610076   -0.000195133
-0.522  -0.435       5     0   200        1.00684     0.00641005   -0.000205251
-0.435  -0.348       5     0   200        1.00663     0.00671004   -0.000214896
-0.348  -0.261       5     0   200         1.0079     0.00669752   -0.000216116
-0.261  -0.174       5     0   200        1.00945     0.00664739   -0.000216742
-0.174  -0.087       5     0   200        1.00904     0.00677767   -0.000221638
-0.087       0       5     0   200        1.00808     0.00689693    -0.00022571
0   0.087       5     0   200        1.00622     0.00705381   -0.000230771
0.087   0.174       5     0   200        1.00247     0.00732769   -0.000238106
0.174   0.261       5     0   200       0.996658     0.00777101   -0.000249521
0.261   0.348       5     0   200       0.990324     0.00826357   -0.000261986
0.348   0.435       5     0   200       0.983558     0.00871348   -0.000272489
0.435   0.522       5     0   200       0.974262      0.0092275   -0.000283321
0.522   0.609       5     0   200       0.966182     0.00958419   -0.000289863
0.609   0.696       5     0   200       0.959042     0.00992134   -0.000296417
0.696   0.783       5     0   200       0.950327      0.0102436   -0.000302121
0.783   0.879       5     0   200       0.940794      0.0104485   -0.000305273
0.879   0.957       5     0   200       0.932334      0.0104729   -0.000303791
0.957   1.044       5     0   200       0.924592      0.0104986   -0.000303096
1.044   1.131       5     0   200       0.917962      0.0103806   -0.000299172
1.131   1.218       5     0   200       0.912372      0.0100919   -0.000290651
1.218   1.305       5     0   200       0.907347     0.00965323   -0.000277647
1.305   1.392       5     0   200       0.901126     0.00934061   -0.000268915
1.392   1.479       5     0   200       0.894764     0.00905557   -0.000262223
1.479   1.566       5     0   200       0.887514     0.00885677   -0.000258578
1.566   1.653       5     0   200       0.879293     0.00869587    -0.00025634
1.653    1.74       5     0   200       0.870486     0.00856071   -0.000255236
1.74    1.83       5     0   200       0.857842     0.00874862   -0.000263282
1.83    1.93       5     0   200       0.839315     0.00930951   -0.000282848
1.93   2.043       5     0   200       0.813345     0.00955871   -0.000299864
2.043   2.172       5     0   200       0.783283     0.00986617   -0.000320466
2.172   2.322       5     0   200       0.772213      0.0102099   -0.000336727
2.322     2.5       5     0   200       0.788854      0.0106801   -0.000351878
2.5    2.65       5     0   200       0.821704      0.0107497   -0.000351218
2.65   2.853       5     0   200       0.867665      0.0106672   -0.000343011
2.853   2.964       5     0   200        0.91517     0.00961106   -0.000309191
2.964   3.139       5     0   200       0.953976      0.0082023   -0.000267216
3.139   3.314       5     0   200       0.995153     0.00631562   -0.000213122
3.314   3.489       5     0   200        1.03516     0.00395599    -0.00014656
3.489   3.664       5     0   200        1.06809     0.00207942   -9.25345e-05
3.664   3.839       5     0   200        1.05439    0.000622874   -5.67694e-05
3.839   4.013       5     0   200         1.0075    0.000383258   -4.92858e-05
4.013   4.191       5     0   200       0.969151    0.000259825   -4.48098e-05
4.191   4.363       5     0   200       0.932304    0.000444021   -4.86359e-05
4.363   4.538       5     0   200       0.905621    0.000786423   -5.66457e-05
4.538   4.716       5     0   200       0.893816    0.000676253   -5.35799e-05
4.716   4.889       5     0   200       0.886785    0.000449344   -4.71047e-05
4.889   5.191       5     0   200        0.88307     0.00057274   -4.96914e-05
