{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.915467    -0.00506969    0.000114651
-4.889  -4.716       5     0   200       0.922308    -0.00566171    0.000129216
-4.716  -4.538       5     0   200        0.93508    -0.00564709    0.000128092
-4.538  -4.363       5     0   200       0.950736    -0.00555465    0.000124824
-4.363  -4.191       5     0   200       0.978885    -0.00555337    0.000122988
-4.191  -4.013       5     0   200        1.02058    -0.00559762    0.000121826
-4.013  -3.839       5     0   200        1.06366     -0.0055463    0.000118048
-3.839  -3.664       5     0   200        1.11915    -0.00556093    0.000114198
-3.664  -3.489       5     0   200        1.14305    -0.00479473    9.78553e-05
-3.489  -3.314       5     0   200        1.11758    -0.00375467    7.15044e-05
-3.314  -3.139       5     0   200        1.08576    -0.00237453    3.39293e-05
-3.139  -2.964       5     0   200         1.0462   -0.000984835   -1.74226e-06
-2.964  -2.853       5     0   200        1.01008   -4.33601e-05   -2.41227e-05
-2.853   -2.65       5     0   200       0.960118    0.000499713   -3.77083e-05
-2.65    -2.5       5     0   200       0.896326    0.000414418   -3.73789e-05
-2.5  -2.322       5     0   200       0.841226    7.78647e-05   -3.26357e-05
-2.322  -2.172       5     0   200       0.799257    -0.00072034   -1.19138e-05
-2.172  -2.043       5     0   200       0.798852   -0.000753639    4.68159e-07
-2.043   -1.93       5     0   200       0.828978    0.000266469   -2.66073e-06
-1.93   -1.83       5     0   200       0.861761     0.00116368   -3.92785e-06
-1.83   -1.74       5     0   200       0.886093     0.00117372    9.31194e-06
-1.74  -1.653       5     0   200       0.909555    0.000866295    2.60444e-05
-1.653  -1.566       5     0   200       0.933022    0.000439944    4.07169e-05
-1.566  -1.479       5     0   200       0.954846    8.89751e-05    5.13929e-05
-1.479  -1.392       5     0   200       0.973517   -0.000159634    5.69255e-05
-1.392  -1.305       5     0   200       0.990983   -0.000483006    6.51071e-05
-1.305  -1.218       5     0   200         1.0087   -0.000993595    7.86443e-05
-1.218  -1.131       5     0   200        1.02557    -0.00145997    9.03485e-05
-1.131  -1.044       5     0   200        1.04223    -0.00198728    0.000104049
-1.044  -0.957       5     0   200        1.06063    -0.00267364    0.000122373
-0.957  -0.879       5     0   200        1.08022    -0.00343917    0.000142973
-0.879  -0.783       5     0   200        1.10173    -0.00415101    0.000161489
-0.783  -0.696       5     0   200        1.12022    -0.00460346     0.00017194
-0.696  -0.609       5     0   200        1.13479    -0.00514917    0.000183508
