{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.948946      0.0117553   -0.000632024
-4.889  -4.716       5     0   200       0.931378      0.0112439   -0.000621359
-4.716  -4.538       5     0   200       0.924406      0.0110924   -0.000619825
-4.538  -4.363       5     0   200       0.923267      0.0111858    -0.00062385
-4.363  -4.191       5     0   200       0.935866      0.0116519   -0.000641386
-4.191  -4.013       5     0   200       0.948768      0.0124794   -0.000671437
-4.013  -3.839       5     0   200       0.955936      0.0132338   -0.000699234
-3.839  -3.664       5     0   200       0.968469      0.0142038   -0.000736937
-3.664  -3.489       5     0   200       0.972019      0.0151382   -0.000772695
-3.489  -3.314       5     0   200        0.96627       0.015772   -0.000796765
-3.314  -3.139       5     0   200       0.980856      0.0162684   -0.000849863
-3.139  -2.964       5     0   200         1.0179      0.0142095    -0.00088655
-2.964  -2.853       5     0   200        1.05173      0.0133391   -0.000936812
-2.853   -2.65       5     0   200        1.11495      0.0120392   -0.000988276
-2.65    -2.5       5     0   200        1.16576     0.00925888   -0.000967835
-2.5  -2.322       5     0   200        1.14906     0.00865053   -0.000891797
-2.322  -2.172       5     0   200        1.10658     0.00973348   -0.000852139
-2.172  -2.043       5     0   200         1.0699     0.00951876    -0.00084108
-2.043   -1.93       5     0   200        1.03146      0.0109021   -0.000870174
-1.93   -1.83       5     0   200        1.00789      0.0112551   -0.000863211
-1.83   -1.74       5     0   200       0.995937      0.0106893   -0.000828843
-1.74  -1.653       5     0   200       0.994576     0.00977359   -0.000785479
-1.653  -1.566       5     0   200       0.992163     0.00903092   -0.000735339
-1.566  -1.479       5     0   200       0.990455     0.00855672   -0.000687071
-1.479  -1.392       5     0   200       0.991284     0.00837184   -0.000649176
-1.392  -1.305       5     0   200       0.993921     0.00842267   -0.000622822
-1.305  -1.218       5     0   200       0.997501     0.00868759   -0.000609566
-1.218  -1.131       5     0   200        1.00086     0.00900836   -0.000604419
-1.131  -1.044       5     0   200        1.00157     0.00950648   -0.000611352
-1.044  -0.957       5     0   200        1.00136      0.0100616   -0.000627329
-0.957  -0.879       5     0   200        1.00161      0.0103308    -0.00064262
-0.879  -0.783       5     0   200        1.00687       0.010429   -0.000660145
-0.783  -0.696       5     0   200        1.01095      0.0104533    -0.00067087
-0.696  -0.609       5     0   200        1.01393      0.0103837   -0.000670128
-0.609  -0.522       5     0   200        1.01639      0.0103612    -0.00066894
-0.522  -0.435       5     0   200        1.01861      0.0104032   -0.000669021
-0.435  -0.348       5     0   200        1.02102      0.0104935   -0.000670412
-0.348  -0.261       5     0   200        1.02433      0.0103965   -0.000663453
-0.261  -0.174       5     0   200         1.0272      0.0101765   -0.000649617
-0.174  -0.087       5     0   200        1.02731      0.0102576   -0.000644175
-0.087       0       5     0   200        1.02633      0.0104824   -0.000642309
0   0.087       5     0   200        1.02495      0.0107097    -0.00064039
0.087   0.174       5     0   200        1.02278      0.0109934   -0.000640998
0.174   0.261       5     0   200        1.02025      0.0113011   -0.000641918
0.261   0.348       5     0   200        1.01571       0.011782   -0.000650643
0.348   0.435       5     0   200         1.0103      0.0122555   -0.000662057
0.435   0.522       5     0   200        1.00454       0.012752   -0.000677252
0.522   0.609       5     0   200       0.998874      0.0131422   -0.000691701
0.609   0.696       5     0   200       0.994725      0.0132208   -0.000693328
0.696   0.783       5     0   200       0.989816      0.0132515   -0.000689514
0.783   0.879       5     0   200        0.98403      0.0131163   -0.000673051
0.879   0.957       5     0   200       0.979233      0.0126764   -0.000640768
0.957   1.044       5     0   200       0.978747      0.0121338   -0.000611211
1.044   1.131       5     0   200       0.978908       0.011293   -0.000584588
1.131   1.218       5     0   200       0.979942      0.0104372   -0.000568468
1.218   1.305       5     0   200       0.980259      0.0097495    -0.00056743
1.305   1.392       5     0   200       0.980599     0.00915786   -0.000577647
1.392   1.479       5     0   200       0.980243     0.00891594   -0.000611463
1.479   1.566       5     0   200       0.981041     0.00909341   -0.000665762
1.566   1.653       5     0   200       0.982202     0.00975958    -0.00073735
1.653    1.74       5     0   200       0.983351      0.0106496   -0.000812951
1.74    1.83       5     0   200       0.985442      0.0113271    -0.00086978
1.83    1.93       5     0   200       0.995998      0.0115444   -0.000902137
1.93   2.043       5     0   200        1.01235      0.0107499   -0.000897499
2.043   2.172       5     0   200        1.03685     0.00843359   -0.000832544
2.172   2.322       5     0   200        1.05264     0.00777986   -0.000792333
2.322     2.5       5     0   200        1.10317      0.0048114    -0.00074484
2.5    2.65       5     0   200        1.14937     0.00373662   -0.000782979
2.65   2.853       5     0   200        1.12528     0.00637173   -0.000833852
2.853   2.964       5     0   200        1.07753     0.00873796    -0.00083059
2.964   3.139       5     0   200        1.04013      0.0102881   -0.000796968
3.139   3.314       5     0   200       0.981685      0.0139186   -0.000792502
3.314   3.489       5     0   200       0.962672      0.0143033   -0.000756283
3.489   3.664       5     0   200       0.964376      0.0138454   -0.000739489
3.664   3.839       5     0   200       0.960719      0.0129785   -0.000708509
3.839   4.013       5     0   200       0.953749       0.011984   -0.000671496
4.013   4.191       5     0   200        0.95438      0.0109639   -0.000635779
4.191   4.363       5     0   200       0.950081     0.00984028   -0.000597719
4.363   4.538       5     0   200       0.939171     0.00896018   -0.000566358
4.538   4.716       5     0   200       0.933268     0.00846067   -0.000548901
4.716   4.889       5     0   200       0.925922      0.0082599   -0.000541589
4.889   5.191       5     0   200       0.927108     0.00841663   -0.000540679
