{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200        1.01971    -0.00606322    9.93087e-05
-4.889  -4.716       5     0   200        1.01628    -0.00604053     9.9617e-05
-4.716  -4.538       5     0   200        1.02005    -0.00597202    9.83409e-05
-4.538  -4.363       5     0   200        1.02173    -0.00562067    8.58367e-05
-4.363  -4.191       5     0   200        1.02067    -0.00523531    7.20176e-05
-4.191  -4.013       5     0   200        1.02503    -0.00471455    5.39065e-05
-4.013  -3.839       5     0   200        1.02451    -0.00399309    2.81473e-05
-3.839  -3.664       5     0   200        1.02398     -0.0033147    4.67432e-06
-3.664  -3.489       5     0   200        1.03401    -0.00370901    6.70511e-06
-3.489  -3.314       5     0   200        1.05191    -0.00502206    2.17434e-05
-3.314  -3.139       5     0   200        1.06837    -0.00602048    4.36152e-05
-3.139  -2.964       5     0   200         1.0851    -0.00739611    9.05256e-05
-2.964  -2.853       5     0   200        1.10223    -0.00894568    0.000153264
-2.853   -2.65       5     0   200        1.12339     -0.0108159    0.000237054
-2.65    -2.5       5     0   200        1.14598     -0.0135463    0.000362665
-2.5  -2.322       5     0   200        1.17392     -0.0163541    0.000494799
-2.322  -2.172       5     0   200        1.19575     -0.0194791    0.000648329
-2.172  -2.043       5     0   200        1.19855     -0.0217861    0.000805288
-2.043   -1.93       5     0   200        1.18835     -0.0229569    0.000965183
-1.93   -1.83       5     0   200         1.1755     -0.0234404     0.00107572
-1.83   -1.74       5     0   200        1.16412     -0.0239008      0.0011294
-1.74  -1.653       5     0   200        1.15573      -0.024283     0.00117605
-1.653  -1.566       5     0   200        1.14949      -0.024362     0.00120665
-1.566  -1.479       5     0   200        1.14421     -0.0243249     0.00122747
-1.479  -1.392       5     0   200        1.14078      -0.024343     0.00124707
-1.392  -1.305       5     0   200        1.13856     -0.0244969     0.00127324
-1.305  -1.218       5     0   200        1.13772     -0.0247466     0.00130559
-1.218  -1.131       5     0   200        1.13784     -0.0248941     0.00133676
-1.131  -1.044       5     0   200        1.13972     -0.0250534     0.00137531
-1.044  -0.957       5     0   200        1.14345     -0.0252063     0.00141989
-0.957  -0.879       5     0   200        1.14775     -0.0252037     0.00145878
-0.879  -0.783       5     0   200        1.15376     -0.0252595     0.00150307
-0.783  -0.696       5     0   200        1.16064     -0.0253484     0.00154392
-0.696  -0.609       5     0   200        1.16737     -0.0255057     0.00157496
-0.609  -0.522       5     0   200        1.17338     -0.0257104     0.00159415
-0.522  -0.435       5     0   200        1.18143     -0.0261138     0.00161154
-0.435  -0.348       5     0   200        1.19104     -0.0268711     0.00164008
-0.348  -0.261       5     0   200        1.19844     -0.0276265     0.00166376
-0.261  -0.174       5     0   200        1.20347     -0.0280997     0.00167075
-0.174  -0.087       5     0   200        1.20579     -0.0283074     0.00166732
-0.087       0       5     0   200        1.20565     -0.0283569      0.0016609
0   0.087       5     0   200         1.2036     -0.0282008      0.0016459
0.087   0.174       5     0   200        1.19971     -0.0278218     0.00161867
0.174   0.261       5     0   200        1.19441     -0.0273086     0.00158341
0.261   0.348       5     0   200        1.18837     -0.0267606     0.00154795
0.348   0.435       5     0   200         1.1821     -0.0263461     0.00152108
0.435   0.522       5     0   200        1.17301     -0.0257952     0.00148828
0.522   0.609       5     0   200        1.16433     -0.0252928     0.00145571
0.609   0.696       5     0   200         1.1575     -0.0248681     0.00142009
0.696   0.783       5     0   200        1.14919     -0.0243098      0.0013723
0.783   0.879       5     0   200        1.14099     -0.0237991     0.00132399
0.879   0.957       5     0   200        1.13413     -0.0234252     0.00128259
0.957   1.044       5     0   200        1.12855     -0.0231002     0.00124711
1.044   1.131       5     0   200        1.12449     -0.0228173     0.00121529
1.131   1.218       5     0   200        1.12251     -0.0225559     0.00118761
1.218   1.305       5     0   200        1.12213     -0.0223353     0.00116637
1.305   1.392       5     0   200        1.12409     -0.0222944      0.0011518
1.392   1.479       5     0   200        1.12882     -0.0224215     0.00114366
1.479   1.566       5     0   200        1.13599      -0.022672     0.00114111
1.566   1.653       5     0   200        1.14665     -0.0230943     0.00113986
1.653    1.74       5     0   200        1.15999     -0.0236405     0.00113824
1.74    1.83       5     0   200        1.17036     -0.0235212     0.00110802
1.83    1.93       5     0   200        1.17962     -0.0228527     0.00104283
1.93   2.043       5     0   200        1.20253     -0.0233683    0.000958388
2.043   2.172       5     0   200         1.2282     -0.0240612    0.000855151
2.172   2.322       5     0   200        1.22945     -0.0226417    0.000705533
2.322     2.5       5     0   200        1.20743     -0.0198381    0.000550255
2.5    2.65       5     0   200        1.17548     -0.0166177    0.000400179
2.65   2.853       5     0   200        1.14534     -0.0133349    0.000255905
2.853   2.964       5     0   200        1.11907     -0.0111964    0.000169687
2.964   3.139       5     0   200        1.09706    -0.00956629    0.000114545
3.139   3.314       5     0   200        1.07299    -0.00780986    6.51597e-05
3.314   3.489       5     0   200         1.0557    -0.00671474    4.61753e-05
3.489   3.664       5     0   200        1.03055    -0.00463122    7.66814e-06
3.664   3.839       5     0   200        1.02297    -0.00430373    1.82504e-05
3.839   4.013       5     0   200        1.02653    -0.00526458    5.47586e-05
4.013   4.191       5     0   200        1.02812    -0.00625746    9.20395e-05
4.191   4.363       5     0   200        1.02595    -0.00712412    0.000125129
4.363   4.538       5     0   200        1.02729    -0.00763669    0.000143195
4.538   4.716       5     0   200        1.02614    -0.00802262    0.000153865
4.716   4.889       5     0   200        1.02197    -0.00829987    0.000161264
4.889   5.191       5     0   200        1.01735    -0.00860839    0.000168875
