{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.933001      0.0113371   -0.000624062
-4.889  -4.716       5     0   200       0.931859      0.0113801   -0.000627215
-4.716  -4.538       5     0   200       0.937072        0.01163   -0.000637808
-4.538  -4.363       5     0   200       0.941082      0.0120277   -0.000653208
-4.363  -4.191       5     0   200       0.943226      0.0123683   -0.000666882
-4.191  -4.013       5     0   200       0.950945      0.0129768   -0.000691072
-4.013  -3.839       5     0   200       0.955031      0.0135895   -0.000714123
-3.839  -3.664       5     0   200       0.958519        0.01424   -0.000738621
-3.664  -3.489       5     0   200       0.971486      0.0145751   -0.000774249
-3.489  -3.314       5     0   200       0.991803      0.0141925    -0.00080383
-3.314  -3.139       5     0   200        1.00805       0.014414   -0.000838085
-3.139  -2.964       5     0   200         1.0238      0.0143971   -0.000854933
-2.964  -2.853       5     0   200        1.03718      0.0144764    -0.00086712
-2.853   -2.65       5     0   200         1.0508      0.0148633   -0.000882757
-2.65    -2.5       5     0   200        1.06217       0.014914   -0.000876013
-2.5  -2.322       5     0   200         1.0766      0.0148985   -0.000858105
-2.322  -2.172       5     0   200        1.08551      0.0136287    -0.00077609
-2.172  -2.043       5     0   200        1.08006      0.0114873   -0.000619452
-2.043   -1.93       5     0   200        1.06148      0.0104353   -0.000465226
-1.93   -1.83       5     0   200        1.04498     0.00951873   -0.000337772
-1.83   -1.74       5     0   200        1.03439     0.00836903   -0.000257963
-1.74  -1.653       5     0   200        1.02467     0.00791292   -0.000212729
-1.653  -1.566       5     0   200        1.01607     0.00802722   -0.000193578
-1.566  -1.479       5     0   200        1.00946     0.00815716   -0.000179065
-1.479  -1.392       5     0   200        1.00542      0.0082211   -0.000165182
-1.392  -1.305       5     0   200        1.00295     0.00819805   -0.000147882
-1.305  -1.218       5     0   200        1.00174     0.00818963   -0.000130048
-1.218  -1.131       5     0   200        1.00119     0.00839073   -0.000118518
-1.131  -1.044       5     0   200        1.00063     0.00896917   -0.000116894
-1.044  -0.957       5     0   200        1.00084     0.00982924    -0.00012226
-0.957  -0.879       5     0   200        1.00192      0.0108205   -0.000131775
-0.879  -0.783       5     0   200          1.004      0.0119426   -0.000144462
-0.783  -0.696       5     0   200        1.00675      0.0130522   -0.000160399
-0.696  -0.609       5     0   200         1.0103      0.0138025   -0.000171724
-0.609  -0.522       5     0   200        1.01469      0.0141012   -0.000175366
-0.522  -0.435       5     0   200        1.02098       0.014183   -0.000178501
-0.435  -0.348       5     0   200        1.02788      0.0140975   -0.000178694
-0.348  -0.261       5     0   200        1.03282      0.0138689   -0.000175553
-0.261  -0.174       5     0   200        1.03674      0.0135527   -0.000170129
-0.174  -0.087       5     0   200        1.03868      0.0133192   -0.000166208
-0.087       0       5     0   200        1.03802      0.0132654    -0.00016718
0   0.087       5     0   200        1.03657      0.0132119   -0.000168485
0.087   0.174       5     0   200        1.03434      0.0131672   -0.000172579
0.174   0.261       5     0   200        1.03134      0.0131261   -0.000179173
0.261   0.348       5     0   200         1.0282       0.013011   -0.000181838
0.348   0.435       5     0   200        1.02477      0.0127449   -0.000175955
0.435   0.522       5     0   200         1.0199      0.0122888   -0.000160995
0.522   0.609       5     0   200        1.01518       0.011798   -0.000145756
0.609   0.696       5     0   200        1.01126      0.0113525    -0.00013783
0.696   0.783       5     0   200        1.00629      0.0108818   -0.000134755
0.783   0.879       5     0   200        1.00076      0.0104567   -0.000137302
0.879   0.957       5     0   200       0.995251      0.0101658   -0.000145791
0.957   1.044       5     0   200       0.990824      0.0099148   -0.000153582
1.044   1.131       5     0   200        0.98714     0.00974329   -0.000163159
1.131   1.218       5     0   200       0.984475     0.00975216   -0.000177663
1.218   1.305       5     0   200       0.982423     0.00996111   -0.000197658
1.305   1.392       5     0   200       0.982494      0.0101421   -0.000219182
1.392   1.479       5     0   200       0.984955       0.010337   -0.000243039
1.479   1.566       5     0   200       0.988892      0.0107139   -0.000274879
1.566   1.653       5     0   200       0.996545      0.0110555   -0.000311614
1.653    1.74       5     0   200        1.00731      0.0113219   -0.000350965
1.74    1.83       5     0   200        1.01613      0.0121081   -0.000411077
1.83    1.93       5     0   200        1.02547      0.0132782   -0.000497314
1.93   2.043       5     0   200        1.05007      0.0134823   -0.000613387
2.043   2.172       5     0   200         1.0816      0.0132438   -0.000741202
2.172   2.322       5     0   200        1.09894      0.0135185   -0.000853582
2.322     2.5       5     0   200        1.09724      0.0133652   -0.000889784
2.5    2.65       5     0   200        1.08542      0.0127348   -0.000877043
2.65   2.853       5     0   200        1.07314      0.0121268   -0.000852209
2.853   2.964       5     0   200        1.05676      0.0115971   -0.000820176
2.964   3.139       5     0   200        1.03897      0.0114911   -0.000796824
3.139   3.314       5     0   200        1.01599      0.0117596   -0.000777369
3.314   3.489       5     0   200       0.997664      0.0118442   -0.000749062
3.489   3.664       5     0   200       0.971581      0.0127188   -0.000730078
3.664   3.839       5     0   200       0.958457      0.0127227   -0.000699817
3.839   4.013       5     0   200       0.956596      0.0120849   -0.000676824
4.013   4.191       5     0   200       0.953195      0.0113365   -0.000650317
4.191   4.363       5     0   200       0.946918      0.0106445   -0.000625005
4.363   4.538       5     0   200        0.94561      0.0101479   -0.000607317
4.538   4.716       5     0   200       0.943531     0.00951197   -0.000585526
4.716   4.889       5     0   200       0.938716      0.0089726   -0.000566167
4.889   5.191       5     0   200       0.932432     0.00843487   -0.000547686
