{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200        1.01971    -0.00606322    9.93087e-05
-4.889  -4.716       5     0   200        1.01628    -0.00604053     9.9617e-05
-4.716  -4.538       5     0   200        1.02005    -0.00597202    9.83409e-05
-4.538  -4.363       5     0   200        1.02173    -0.00562067    8.58367e-05
-4.363  -4.191       5     0   200        1.02067    -0.00523531    7.20176e-05
-4.191  -4.013       5     0   200        1.02503    -0.00471455    5.39065e-05
-4.013  -3.839       5     0   200        1.02451    -0.00399306     2.8146e-05
-3.839  -3.664       5     0   200        1.02398    -0.00331471    4.67445e-06
-3.664  -3.489       5     0   200        1.03401    -0.00370905    6.70633e-06
-3.489  -3.314       5     0   200        1.05199    -0.00502799    2.17434e-05
-3.314  -3.139       5     0   200        1.07085    -0.00620404    4.24314e-05
-3.139  -2.964       5     0   200        1.09597    -0.00812278    7.39064e-05
-2.964  -2.853       5     0   200        1.11799    -0.00975448    9.46623e-05
-2.853   -2.65       5     0   200        1.13979     -0.0114136    0.000118767
-2.65    -2.5       5     0   200        1.15437     -0.0128847    0.000128512
-2.5  -2.322       5     0   200        1.16623     -0.0137502    0.000117093
-2.322  -2.172       5     0   200        1.16912     -0.0143989    0.000113508
-2.172  -2.043       5     0   200        1.16087     -0.0144557     0.00011416
-2.043   -1.93       5     0   200        1.14694     -0.0138348    0.000122401
-1.93   -1.83       5     0   200        1.13372     -0.0130995    0.000123446
-1.83   -1.74       5     0   200        1.12321     -0.0127185    0.000123112
-1.74  -1.653       5     0   200         1.1142     -0.0123982    0.000127985
-1.653  -1.566       5     0   200        1.10521     -0.0119289    0.000131293
-1.566  -1.479       5     0   200         1.0983     -0.0116313    0.000139355
-1.479  -1.392       5     0   200        1.09432     -0.0116183    0.000156967
-1.392  -1.305       5     0   200        1.09196     -0.0116848    0.000173282
-1.305  -1.218       5     0   200        1.09137     -0.0118634     0.00019161
-1.218  -1.131       5     0   200        1.09206     -0.0120611    0.000210165
-1.131  -1.044       5     0   200         1.0945     -0.0123858    0.000235578
-1.044  -0.957       5     0   200        1.09793     -0.0127516    0.000263626
-0.957  -0.879       5     0   200        1.10125     -0.0130253     0.00028627
-0.879  -0.783       5     0   200        1.10503     -0.0133195    0.000309015
-0.783  -0.696       5     0   200        1.10868     -0.0136089    0.000330409
-0.696  -0.609       5     0   200        1.11156     -0.0138308    0.000347499
-0.609  -0.522       5     0   200        1.11349     -0.0139613    0.000358239
-0.522  -0.435       5     0   200        1.11645     -0.0141833    0.000370044
-0.435  -0.348       5     0   200        1.12043     -0.0145799    0.000389415
-0.348  -0.261       5     0   200        1.12353     -0.0149632    0.000409706
-0.261  -0.174       5     0   200         1.1256     -0.0152098    0.000424696
-0.174  -0.087       5     0   200        1.12662      -0.015313    0.000434007
-0.087       0       5     0   200        1.12654     -0.0152773    0.000437708
0   0.087       5     0   200        1.12572     -0.0151399    0.000437205
0.087   0.174       5     0   200        1.12394     -0.0148905    0.000431946
0.174   0.261       5     0   200        1.12108     -0.0145415    0.000422457
0.261   0.348       5     0   200        1.11786     -0.0142167     0.00041475
0.348   0.435       5     0   200        1.11474     -0.0140131    0.000413208
0.435   0.522       5     0   200        1.11037     -0.0137253    0.000408139
0.522   0.609       5     0   200        1.10614     -0.0134488    0.000402801
0.609   0.696       5     0   200        1.10264     -0.0132285    0.000395479
0.696   0.783       5     0   200        1.09866     -0.0129547    0.000379972
0.783   0.879       5     0   200        1.09519     -0.0127278    0.000362418
0.879   0.957       5     0   200        1.09255     -0.0126363    0.000347937
0.957   1.044       5     0   200        1.09004     -0.0125293    0.000330289
1.044   1.131       5     0   200        1.08758     -0.0123425    0.000305772
1.131   1.218       5     0   200        1.08575     -0.0121118    0.000278992
1.218   1.305       5     0   200        1.08491     -0.0119602     0.00025759
1.305   1.392       5     0   200        1.08554     -0.0119485    0.000239883
1.392   1.479       5     0   200        1.08812     -0.0121253    0.000226929
1.479   1.566       5     0   200        1.09209     -0.0124019    0.000214031
1.566   1.653       5     0   200        1.09633     -0.0127987    0.000204766
1.653    1.74       5     0   200        1.10137     -0.0133804    0.000201988
1.74    1.83       5     0   200        1.10531     -0.0136814    0.000193273
1.83    1.93       5     0   200        1.10913     -0.0137409    0.000175857
1.93   2.043       5     0   200        1.12324     -0.0147957     0.00018014
2.043   2.172       5     0   200        1.14249      -0.016233    0.000191964
2.172   2.322       5     0   200         1.1525      -0.016668    0.000189376
2.322     2.5       5     0   200        1.14904     -0.0161963    0.000186916
2.5    2.65       5     0   200        1.13758     -0.0150719    0.000181675
2.65   2.853       5     0   200        1.12271     -0.0131865    0.000152934
2.853   2.964       5     0   200        1.10439     -0.0113946     0.00012339
2.964   3.139       5     0   200        1.08686    -0.00972999    0.000100639
3.139   3.314       5     0   200        1.06891    -0.00779652    6.39721e-05
3.314   3.489       5     0   200        1.05531    -0.00670588     4.6156e-05
3.489   3.664       5     0   200        1.03055    -0.00463112    7.66342e-06
3.664   3.839       5     0   200        1.02297    -0.00430373    1.82504e-05
3.839   4.013       5     0   200        1.02653    -0.00526458    5.47586e-05
4.013   4.191       5     0   200        1.02812    -0.00625746    9.20395e-05
4.191   4.363       5     0   200        1.02595    -0.00712412    0.000125129
4.363   4.538       5     0   200        1.02729    -0.00763669    0.000143195
4.538   4.716       5     0   200        1.02614    -0.00802262    0.000153865
4.716   4.889       5     0   200        1.02197    -0.00829987    0.000161264
4.889   5.191       5     0   200        1.01735    -0.00860839    0.000168875
