{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200       0.865825    0.000345003    1.72602e-06
-4.889  -4.716       5     0   200       0.872679   -0.000129279    1.17283e-05
-4.716  -4.538       5     0   200       0.884231     9.1873e-05    4.02957e-06
-4.538  -4.363       5     0   200       0.899297    0.000309319   -3.53817e-06
-4.363  -4.191       5     0   200       0.926849    0.000423149   -9.09768e-06
-4.191  -4.013       5     0   200       0.966878    0.000579721   -1.57714e-05
-4.013  -3.839       5     0   200        1.00819    0.000801835   -2.44629e-05
-3.839  -3.664       5     0   200        1.05988     0.00113144   -3.67795e-05
-3.664  -3.489       5     0   200        1.07997     0.00247265   -6.96487e-05
-3.489  -3.314       5     0   200         1.0499     0.00458018   -0.000130807
-3.314  -3.139       5     0   200        1.01442     0.00708139   -0.000206745
-3.139  -2.964       5     0   200       0.971188     0.00941407    -0.00027565
-2.964  -2.853       5     0   200       0.931137      0.0110722   -0.000322501
-2.853   -2.65       5     0   200       0.877974      0.0121241   -0.000354281
-2.65    -2.5       5     0   200       0.812815      0.0121505   -0.000359995
-2.5  -2.322       5     0   200       0.757384      0.0115624   -0.000349139
-2.322  -2.172       5     0   200        0.72041     0.00965832   -0.000299453
-2.172  -2.043       5     0   200       0.731416     0.00782139   -0.000238825
-2.043   -1.93       5     0   200       0.778988     0.00627657   -0.000170813
-1.93   -1.83       5     0   200       0.829475     0.00467661   -0.000102356
-1.83   -1.74       5     0   200       0.869302     0.00264638    -3.2114e-05
-1.74  -1.653       5     0   200       0.905898    0.000775844    2.77467e-05
-1.653  -1.566       5     0   200       0.940634   -0.000764324    7.20678e-05
-1.566  -1.479       5     0   200       0.972206    -0.00195255    0.000103669
-1.479  -1.392       5     0   200       0.998393    -0.00263223     0.00011718
-1.392  -1.305       5     0   200        1.02262    -0.00327416    0.000129554
-1.305  -1.218       5     0   200        1.04502    -0.00386977    0.000140439
-1.218  -1.131       5     0   200        1.06496    -0.00425405    0.000144657
-1.131  -1.044       5     0   200        1.08417    -0.00466707    0.000150046
-1.044  -0.957       5     0   200        1.10526    -0.00527608    0.000161236
-0.957  -0.879       5     0   200          1.127     -0.0059555    0.000175333
-0.879  -0.783       5     0   200        1.15029     -0.0066076    0.000189321
-0.783  -0.696       5     0   200        1.16918    -0.00702036    0.000197576
-0.696  -0.609       5     0   200        1.18123    -0.00743015      0.0002063
-0.609  -0.522       5     0   200        1.18574    -0.00765819    0.000212945
-0.522  -0.435       5     0   200        1.18659    -0.00761687    0.000214058
-0.435  -0.348       5     0   200        1.18481    -0.00741203    0.000210978
-0.348  -0.261       5     0   200        1.18208    -0.00734573    0.000211753
-0.261  -0.174       5     0   200        1.18036    -0.00732703    0.000212274
-0.174  -0.087       5     0   200        1.17696    -0.00710149    0.000206685
-0.087       0       5     0   200        1.17254    -0.00683623    0.000200278
0   0.087       5     0   200        1.16699    -0.00645619    0.000189716
0.087   0.174       5     0   200        1.16076    -0.00600743     0.00017666
0.174   0.261       5     0   200        1.15433    -0.00555325    0.000164144
0.261   0.348       5     0   200        1.14997    -0.00521387    0.000154116
0.348   0.435       5     0   200         1.1478    -0.00513757    0.000150374
0.435   0.522       5     0   200        1.14199    -0.00497283    0.000145063
0.522   0.609       5     0   200        1.13692    -0.00484963    0.000140824
0.609   0.696       5     0   200        1.13193    -0.00454934    0.000132045
0.696   0.783       5     0   200        1.12123    -0.00404939     0.00011961
0.783   0.879       5     0   200        1.10786    -0.00371755    0.000111492
0.879   0.957       5     0   200        1.09576    -0.00367371     0.00011202
0.957   1.044       5     0   200        1.08598    -0.00375607    0.000116767
1.044   1.131       5     0   200        1.07818    -0.00408711    0.000128823
1.131   1.218       5     0   200        1.07092    -0.00458666    0.000146282
1.218   1.305       5     0   200        1.06142    -0.00505192    0.000164598
1.305   1.392       5     0   200        1.04978    -0.00535721    0.000178353
1.392   1.479       5     0   200        1.03773    -0.00568353    0.000191709
1.479   1.566       5     0   200        1.02439     -0.0059775    0.000203427
1.566   1.653       5     0   200        1.00613    -0.00592423    0.000202978
1.653    1.74       5     0   200       0.983622    -0.00546851    0.000189121
1.74    1.83       5     0   200       0.951708    -0.00401064    0.000143314
1.83    1.93       5     0   200       0.909381    -0.00174513    7.08996e-05
1.93   2.043       5     0   200       0.855803    0.000144815   -4.92915e-06
2.043   2.172       5     0   200       0.802193     0.00204631   -8.28571e-05
2.172   2.322       5     0   200        0.78676     0.00373702   -0.000140016
2.322     2.5       5     0   200       0.813099      0.0057796   -0.000195593
2.5    2.65       5     0   200       0.851939     0.00732986   -0.000233963
2.65   2.853       5     0   200       0.901467     0.00796195   -0.000246501
2.853   2.964       5     0   200       0.947186     0.00710998   -0.000221187
2.964   3.139       5     0   200       0.980615     0.00581636   -0.000184049
3.139   3.314       5     0   200        1.01542     0.00397413   -0.000130078
3.314   3.489       5     0   200        1.05192     0.00141802   -5.36523e-05
3.489   3.664       5     0   200        1.08241   -0.000732852    1.17613e-05
3.664   3.839       5     0   200        1.06716    -0.00212777    4.58904e-05
3.839   4.013       5     0   200        1.02118    -0.00238496    5.36962e-05
4.013   4.191       5     0   200       0.983512    -0.00251379    5.82274e-05
4.191   4.363       5     0   200         0.9469    -0.00231774    5.39239e-05
4.363   4.538       5     0   200         0.9202    -0.00198891    4.64349e-05
4.538   4.716       5     0   200       0.908334    -0.00210108    4.96936e-05
4.716   4.889       5     0   200       0.901071    -0.00232645    5.63034e-05
4.889   5.191       5     0   200        0.89403    -0.00189313    4.48492e-05
