DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.973194+(4.14355e-05*x)" 
0, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.973194+(4.14355e-05*x)" 
0, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.973194+((4.14355e-05*x)-0.077449016273021698)" 
0, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.973194+((4.14355e-05*x)-0.035430211573839188)" 
0, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.973194+((4.14355e-05*x)-0.032063435763120651)" 
0, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.973194+((4.14355e-05*x)-0.030505059286952019)" 
0, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.973194+((4.14355e-05*x)-0.029830483719706535)" 
0, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.973194+((4.14355e-05*x)-0.037109062075614929)" 
0, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.973194+((4.14355e-05*x)-0.043427180498838425)" 
0, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.973194+((4.14355e-05*x)-0.079084530472755432)" 
0, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.973194+((4.14355e-05*x)-0.086693800985813141)" 
0, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.973194+((4.14355e-05*x)-0.03097960539162159)" 
0, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.973194+((4.14355e-05*x)-0.014172084629535675)" 
0, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.973194+((4.14355e-05*x)-0.012825374491512775)" 
0, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.973194+((4.14355e-05*x)-0.012202023528516293)" 
0, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.973194+((4.14355e-05*x)-0.011932193301618099)" 
0, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.973194+((4.14355e-05*x)-0.014843625016510487)" 
0, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.973194+((4.14355e-05*x)-0.01737087219953537)" 
0, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.973194+((4.14355e-05*x)-0.031633812934160233)" 
0, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.973194+((4.14355e-05*x)-0.034677520394325256)" 
0, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.973194+(4.14355e-05*x))+0.077449016273021698" 
0, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.973194+(4.14355e-05*x))+0.035430211573839188" 
0, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.973194+(4.14355e-05*x))+0.032063435763120651" 
0, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.973194+(4.14355e-05*x))+0.030505059286952019" 
0, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.973194+(4.14355e-05*x))+0.029830483719706535" 
0, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.973194+(4.14355e-05*x))+0.037109062075614929" 
0, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.973194+(4.14355e-05*x))+0.043427180498838425" 
0, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.973194+(4.14355e-05*x))+0.079084530472755432" 
0, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.973194+(4.14355e-05*x))+0.086693800985813141" 
0, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.973194+(4.14355e-05*x))+0.03097960539162159" 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.973194+(4.14355e-05*x))+0.014172084629535675" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.973194+(4.14355e-05*x))+0.012825374491512775" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.973194+(4.14355e-05*x))+0.012202023528516293" 
