DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.967274+(8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))" 
0, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.967274+(8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))" 
0, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.063642904162406921)" 
0, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.020052595064043999)" 
0, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.027831288054585457)" 
0, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.025589700788259506)" 
0, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.018989603966474533)" 
0, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.020738450810313225)" 
0, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.04031556099653244)" 
0, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.14471828937530518)" 
0, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.19871996343135834)" 
0, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.025457162410020828)" 
0, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.0080210380256175995)" 
0, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.011132515035569668)" 
0, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.010235880501568317)" 
0, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.0075958417728543282)" 
0, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.0082953805103898048)" 
0, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.016126224771142006)" 
0, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.967274+((8.74494e-07*(log(x+19)*(log(x+18)*(3-(-(108.544*log(x+18)))))))-0.05788731575012207)" 
